QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
23,Merge k Sorted Lists,merge-k-sorted-lists,Hard,54.13892300974673,False,"linked-list,divide-and-conquer,heap-priority-queue,merge-sort",algorithms
24,Swap Nodes in Pairs,swap-nodes-in-pairs,Medium,65.3144988237788,False,"linked-list,recursion",algorithms
25,Reverse Nodes in k-Group,reverse-nodes-in-k-group,Hard,60.431064139498204,False,"linked-list,recursion",algorithms
26,Remove Duplicates from Sorted Array,remove-duplicates-from-sorted-array,Easy,57.645627676089795,False,"array,two-pointers",algorithms
27,Remove Element,remove-element,Easy,58.20009150816351,False,"array,two-pointers",algorithms
28,Find the Index of the First Occurrence in a String,find-the-index-of-the-first-occurrence-in-a-string,Easy,43.445588044965206,False,"two-pointers,string,string-matching",algorithms
29,Divide Two Integers,divide-two-integers,Medium,17.773006993529343,False,"math,bit-manipulation",algorithms
30,Substring with Concatenation of All Words,substring-with-concatenation-of-all-words,Hard,32.543192009851595,False,"hash-table,string,sliding-window",algorithms
31,Next Permutation,next-permutation,Medium,41.09776585396295,False,"array,two-pointers",algorithms
32,Longest Valid Parentheses,longest-valid-parentheses,Hard,34.777521684817984,False,"string,dynamic-programming,stack",algorithms
33,Search in Rotated Sorted Array,search-in-rotated-sorted-array,Medium,41.52408750065892,False,"array,binary-search",algorithms
34,Find First and Last Position of Element in Sorted Array,find-first-and-last-position-of-element-in-sorted-array,Medium,45.201197424859856,False,"array,binary-search",algorithms
35,Search Insert Position,search-insert-position,Easy,47.16007658883262,False,"array,binary-search",algorithms
36,Valid Sudoku,valid-sudoku,Medium,60.60675331815395,False,"array,hash-table,matrix",algorithms
37,Sudoku Solver,sudoku-solver,Hard,62.845090318023935,False,"array,hash-table,backtracking,matrix",algorithms
38,Count and Say,count-and-say,Medium,56.4274150272404,False,string,algorithms
39,Combination Sum,combination-sum,Medium,72.7350399208135,False,"array,backtracking",algorithms
40,Combination Sum II,combination-sum-ii,Medium,56.44186392450018,False,"array,backtracking",algorithms
41,First Missing Positive,first-missing-positive,Hard,39.968663363370965,False,"array,hash-table",algorithms
42,Trapping Rain Water,trapping-rain-water,Hard,63.115338196475925,False,"array,two-pointers,dynamic-programming,stack,monotonic-stack",algorithms
43,Multiply Strings,multiply-strings,Medium,40.97229667457211,False,"math,string,simulation",algorithms
44,Wildcard Matching,wildcard-matching,Hard,28.618804812253657,False,"string,dynamic-programming,greedy,recursion",algorithms
45,Jump Game II,jump-game-ii,Medium,40.72531590671292,False,"array,dynamic-programming,greedy",algorithms
46,Permutations,permutations,Medium,79.24444159735089,False,"array,backtracking",algorithms
47,Permutations II,permutations-ii,Medium,60.043480643805836,False,"array,backtracking",algorithms
48,Rotate Image,rotate-image,Medium,75.89464358357934,False,"array,math,matrix",algorithms
49,Group Anagrams,group-anagrams,Medium,69.40807586585433,False,"array,hash-table,string,sorting",algorithms
50,"Pow(x, n)",powx-n,Medium,35.55442082636364,False,"math,recursion",algorithms
51,N-Queens,n-queens,Hard,70.00247685096979,False,"array,backtracking",algorithms
52,N-Queens II,n-queens-ii,Hard,74.95603123427306,False,backtracking,algorithms
53,Maximum Subarray,maximum-subarray,Medium,51.181860292688285,False,"array,divide-and-conquer,dynamic-programming",algorithms
54,Spiral Matrix,spiral-matrix,Medium,51.313897077418765,False,"array,matrix,simulation",algorithms
55,Jump Game,jump-game,Medium,38.78098988471669,False,"array,dynamic-programming,greedy",algorithms
56,Merge Intervals,merge-intervals,Medium,47.96449685211045,False,"array,sorting",algorithms
57,Insert Interval,insert-interval,Medium,42.18278165399459,False,array,algorithms
58,Length of Last Word,length-of-last-word,Easy,53.68822747832866,False,string,algorithms
59,Spiral Matrix II,spiral-matrix-ii,Medium,72.14567562037821,False,"array,matrix,simulation",algorithms
60,Permutation Sequence,permutation-sequence,Hard,48.11096316726039,False,"math,recursion",algorithms
61,Rotate List,rotate-list,Medium,38.6487089732996,False,"linked-list,two-pointers",algorithms
62,Unique Paths,unique-paths,Medium,64.82533168586396,False,"math,dynamic-programming,combinatorics",algorithms
63,Unique Paths II,unique-paths-ii,Medium,42.193585359045024,False,"array,dynamic-programming,matrix",algorithms
64,Minimum Path Sum,minimum-path-sum,Medium,64.96757667088323,False,"array,dynamic-programming,matrix",algorithms
65,Valid Number,valid-number,Hard,20.352822897357754,False,string,algorithms
66,Plus One,plus-one,Easy,46.15749905052653,False,"array,math",algorithms
67,Add Binary,add-binary,Easy,54.33020999853434,False,"math,string,bit-manipulation,simulation",algorithms
68,Text Justification,text-justification,Hard,45.143263303162236,False,"array,string,simulation",algorithms
69,Sqrt(x),sqrtx,Easy,39.365449890440736,False,"math,binary-search",algorithms
70,Climbing Stairs,climbing-stairs,Easy,53.12350131262811,False,"math,dynamic-programming,memoization",algorithms
71,Simplify Path,simplify-path,Medium,44.193150791793435,False,"string,stack",algorithms
72,Edit Distance,edit-distance,Medium,57.33957766215235,False,"string,dynamic-programming",algorithms
73,Set Matrix Zeroes,set-matrix-zeroes,Medium,57.435343407390945,False,"array,hash-table,matrix",algorithms
74,Search a 2D Matrix,search-a-2d-matrix,Medium,51.028110218600744,False,"array,binary-search,matrix",algorithms
75,Sort Colors,sort-colors,Medium,65.00987908988107,False,"array,two-pointers,sorting",algorithms
76,Minimum Window Substring,minimum-window-substring,Hard,43.69703167035859,False,"hash-table,string,sliding-window",algorithms
77,Combinations,combinations,Medium,71.29846956534483,False,backtracking,algorithms
78,Subsets,subsets,Medium,79.2390399143418,False,"array,backtracking,bit-manipulation",algorithms
79,Word Search,word-search,Medium,43.617723446673175,False,"array,string,backtracking,matrix",algorithms
80,Remove Duplicates from Sorted Array II,remove-duplicates-from-sorted-array-ii,Medium,60.185068368759865,False,"array,two-pointers",algorithms
81,Search in Rotated Sorted Array II,search-in-rotated-sorted-array-ii,Medium,38.15716599909646,False,"array,binary-search",algorithms
82,Remove Duplicates from Sorted List II,remove-duplicates-from-sorted-list-ii,Medium,48.319546301146616,False,"linked-list,two-pointers",algorithms
83,Remove Duplicates from Sorted List,remove-duplicates-from-sorted-list,Easy,53.42096862803466,False,linked-list,algorithms
84,Largest Rectangle in Histogram,largest-rectangle-in-histogram,Hard,45.499098455934174,False,"array,stack,monotonic-stack",algorithms
85,Maximal Rectangle,maximal-rectangle,Hard,51.69483917746462,False,"array,dynamic-programming,stack,matrix,monotonic-stack",algorithms
86,Partition List,partition-list,Medium,57.22652704882619,False,"linked-list,two-pointers",algorithms
87,Scramble String,scramble-string,Hard,40.7512904230962,False,"string,dynamic-programming",algorithms
88,Merge Sorted Array,merge-sorted-array,Easy,51.02857188398207,False,"array,two-pointers,sorting",algorithms
89,Gray Code,gray-code,Medium,60.09016013573812,False,"math,backtracking,bit-manipulation",algorithms
90,Subsets II,subsets-ii,Medium,58.097849008857025,False,"array,backtracking,bit-manipulation",algorithms
91,Decode Ways,decode-ways,Medium,35.462454310785446,False,"string,dynamic-programming",algorithms
92,Reverse Linked List II,reverse-linked-list-ii,Medium,48.32881063586404,False,linked-list,algorithms
93,Restore IP Addresses,restore-ip-addresses,Medium,51.06515662640432,False,"string,backtracking",algorithms
94,Binary Tree Inorder Traversal,binary-tree-inorder-traversal,Easy,77.07617813359681,False,"stack,tree,depth-first-search,binary-tree",algorithms
95,Unique Binary Search Trees II,unique-binary-search-trees-ii,Medium,58.68828193042198,False,"dynamic-programming,backtracking,tree,binary-search-tree,binary-tree",algorithms
96,Unique Binary Search Trees,unique-binary-search-trees,Medium,61.57249724290352,False,"math,dynamic-programming,tree,binary-search-tree,binary-tree",algorithms
97,Interleaving String,interleaving-string,Medium,40.606144915168116,False,"string,dynamic-programming",algorithms
98,Validate Binary Search Tree,validate-binary-search-tree,Medium,33.421720164133696,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
99,Recover Binary Search Tree,recover-binary-search-tree,Medium,54.27985671379321,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
100,Same Tree,same-tree,Easy,63.31511992633161,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
101,Symmetric Tree,symmetric-tree,Easy,57.5521533653398,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
102,Binary Tree Level Order Traversal,binary-tree-level-order-traversal,Medium,68.51133403224281,False,"tree,breadth-first-search,binary-tree",algorithms
103,Binary Tree Zigzag Level Order Traversal,binary-tree-zigzag-level-order-traversal,Medium,60.001279077258616,False,"tree,breadth-first-search,binary-tree",algorithms
104,Maximum Depth of Binary Tree,maximum-depth-of-binary-tree,Easy,76.0996636529656,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
105,Construct Binary Tree from Preorder and Inorder Traversal,construct-binary-tree-from-preorder-and-inorder-traversal,Medium,64.99547590921658,False,"array,hash-table,divide-and-conquer,tree,binary-tree",algorithms
106,Construct Binary Tree from Inorder and Postorder Traversal,construct-binary-tree-from-inorder-and-postorder-traversal,Medium,64.27864133989041,False,"array,hash-table,divide-and-conquer,tree,binary-tree",algorithms
107,Binary Tree Level Order Traversal II,binary-tree-level-order-traversal-ii,Medium,64.3163756377466,False,"tree,breadth-first-search,binary-tree",algorithms
108,Convert Sorted Array to Binary Search Tree,convert-sorted-array-to-binary-search-tree,Easy,72.61731633719906,False,"array,divide-and-conquer,tree,binary-search-tree,binary-tree",algorithms
109,Convert Sorted List to Binary Search Tree,convert-sorted-list-to-binary-search-tree,Medium,62.748885281607656,False,"linked-list,divide-and-conquer,tree,binary-search-tree,binary-tree",algorithms
110,Balanced Binary Tree,balanced-binary-tree,Easy,53.404062186381026,False,"tree,depth-first-search,binary-tree",algorithms
111,Minimum Depth of Binary Tree,minimum-depth-of-binary-tree,Easy,48.944553768507916,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
112,Path Sum,path-sum,Easy,51.366012764974975,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
113,Path Sum II,path-sum-ii,Medium,59.18159847957516,False,"backtracking,tree,depth-first-search,binary-tree",algorithms
114,Flatten Binary Tree to Linked List,flatten-binary-tree-to-linked-list,Medium,66.3687955113662,False,"linked-list,stack,tree,depth-first-search,binary-tree",algorithms
115,Distinct Subsequences,distinct-subsequences,Hard,48.29952085799401,False,"string,dynamic-programming",algorithms
116,Populating Next Right Pointers in Each Node,populating-next-right-pointers-in-each-node,Medium,63.6407768968249,False,"linked-list,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
117,Populating Next Right Pointers in Each Node II,populating-next-right-pointers-in-each-node-ii,Medium,53.57149721776402,False,"linked-list,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
118,Pascal's Triangle,pascals-triangle,Easy,75.39373291317528,False,"array,dynamic-programming",algorithms
119,Pascal's Triangle II,pascals-triangle-ii,Easy,64.68796148712298,False,"array,dynamic-programming",algorithms
120,Triangle,triangle,Medium,57.69951030179171,False,"array,dynamic-programming",algorithms
121,Best Time to Buy and Sell Stock,best-time-to-buy-and-sell-stock,Easy,54.1498062035339,False,"array,dynamic-programming",algorithms
122,Best Time to Buy and Sell Stock II,best-time-to-buy-and-sell-stock-ii,Medium,67.66541866561788,False,"array,dynamic-programming,greedy",algorithms
123,Best Time to Buy and Sell Stock III,best-time-to-buy-and-sell-stock-iii,Hard,49.19602506711773,False,"array,dynamic-programming",algorithms
124,Binary Tree Maximum Path Sum,binary-tree-maximum-path-sum,Hard,40.41042651444784,False,"dynamic-programming,tree,depth-first-search,binary-tree",algorithms
125,Valid Palindrome,valid-palindrome,Easy,48.73923817502398,False,"two-pointers,string",algorithms
126,Word Ladder II,word-ladder-ii,Hard,27.159391418360133,False,"hash-table,string,backtracking,breadth-first-search",algorithms
127,Word Ladder,word-ladder,Hard,40.397480790061756,False,"hash-table,string,breadth-first-search",algorithms
128,Longest Consecutive Sequence,longest-consecutive-sequence,Medium,47.45024312179707,False,"array,hash-table,union-find",algorithms
129,Sum Root to Leaf Numbers,sum-root-to-leaf-numbers,Medium,66.69568112498978,False,"tree,depth-first-search,binary-tree",algorithms
130,Surrounded Regions,surrounded-regions,Medium,40.76816068839298,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
131,Palindrome Partitioning,palindrome-partitioning,Medium,70.29118018388412,False,"string,dynamic-programming,backtracking",algorithms
132,Palindrome Partitioning II,palindrome-partitioning-ii,Hard,34.34090914270218,False,"string,dynamic-programming",algorithms
133,Clone Graph,clone-graph,Medium,59.079344877424724,False,"hash-table,depth-first-search,breadth-first-search,graph",algorithms
134,Gas Station,gas-station,Medium,45.614257488949406,False,"array,greedy",algorithms
135,Candy,candy,Hard,43.85443586253085,False,"array,greedy",algorithms
136,Single Number,single-number,Easy,74.11458049877379,False,"array,bit-manipulation",algorithms
137,Single Number II,single-number-ii,Medium,63.788026309129286,False,"array,bit-manipulation",algorithms
138,Copy List with Random Pointer,copy-list-with-random-pointer,Medium,57.647734143077436,False,"hash-table,linked-list",algorithms
139,Word Break,word-break,Medium,47.233403836136645,False,"array,hash-table,string,dynamic-programming,trie,memoization",algorithms
140,Word Break II,word-break-ii,Hard,51.73647311243068,False,"array,hash-table,string,dynamic-programming,backtracking,trie,memoization",algorithms
141,Linked List Cycle,linked-list-cycle,Easy,51.12043477360885,False,"hash-table,linked-list,two-pointers",algorithms
142,Linked List Cycle II,linked-list-cycle-ii,Medium,52.62937369249545,False,"hash-table,linked-list,two-pointers",algorithms
143,Reorder List,reorder-list,Medium,60.11934553100867,False,"linked-list,two-pointers,stack,recursion",algorithms
144,Binary Tree Preorder Traversal,binary-tree-preorder-traversal,Easy,70.84524042460507,False,"stack,tree,depth-first-search,binary-tree",algorithms
145,Binary Tree Postorder Traversal,binary-tree-postorder-traversal,Easy,73.46226790606195,False,"stack,tree,depth-first-search,binary-tree",algorithms
146,LRU Cache,lru-cache,Medium,43.27121034973567,False,"hash-table,linked-list,design,doubly-linked-list",algorithms
147,Insertion Sort List,insertion-sort-list,Medium,54.58833071624126,False,"linked-list,sorting",algorithms
148,Sort List,sort-list,Medium,59.51655736300555,False,"linked-list,two-pointers,divide-and-conquer,sorting,merge-sort",algorithms
149,Max Points on a Line,max-points-on-a-line,Hard,27.534012806456033,False,"array,hash-table,math,geometry",algorithms
150,Evaluate Reverse Polish Notation,evaluate-reverse-polish-notation,Medium,52.72546240119753,False,"array,math,stack",algorithms
151,Reverse Words in a String,reverse-words-in-a-string,Medium,46.29643769489163,False,"two-pointers,string",algorithms
152,Maximum Product Subarray,maximum-product-subarray,Medium,33.92019491236085,False,"array,dynamic-programming",algorithms
153,Find Minimum in Rotated Sorted Array,find-minimum-in-rotated-sorted-array,Medium,51.33398159831075,False,"array,binary-search",algorithms
154,Find Minimum in Rotated Sorted Array II,find-minimum-in-rotated-sorted-array-ii,Hard,43.75995336400717,False,"array,binary-search",algorithms
155,Min Stack,min-stack,Medium,54.99877313344105,False,"stack,design",algorithms
156,Binary Tree Upside Down,binary-tree-upside-down,Medium,63.22996790018776,True,"tree,depth-first-search,binary-tree",algorithms
157,Read N Characters Given Read4,read-n-characters-given-read4,Easy,41.77905548373819,True,"array,simulation,interactive",algorithms
158,Read N Characters Given read4 II - Call Multiple Times,read-n-characters-given-read4-ii-call-multiple-times,Hard,42.53187073821524,True,"array,simulation,interactive",algorithms
159,Longest Substring with At Most Two Distinct Characters,longest-substring-with-at-most-two-distinct-characters,Medium,55.69460469405596,True,"hash-table,string,sliding-window",algorithms
160,Intersection of Two Linked Lists,intersection-of-two-linked-lists,Easy,58.860899270103175,False,"hash-table,linked-list,two-pointers",algorithms
161,One Edit Distance,one-edit-distance,Medium,34.39242783018258,True,"two-pointers,string",algorithms
162,Find Peak Element,find-peak-element,Medium,46.00999619419138,False,"array,binary-search",algorithms
163,Missing Ranges,missing-ranges,Easy,34.14442541232876,True,array,algorithms
164,Maximum Gap,maximum-gap,Medium,47.2575937912706,False,"array,sorting,bucket-sort,radix-sort",algorithms
165,Compare Version Numbers,compare-version-numbers,Medium,41.34955204053385,False,"two-pointers,string",algorithms
166,Fraction to Recurring Decimal,fraction-to-recurring-decimal,Medium,25.382333833594956,False,"hash-table,math,string",algorithms
167,Two Sum II - Input Array Is Sorted,two-sum-ii-input-array-is-sorted,Medium,62.098746400788386,False,"array,two-pointers,binary-search",algorithms
168,Excel Sheet Column Title,excel-sheet-column-title,Easy,41.64946885038534,False,"math,string",algorithms
169,Majority Element,majority-element,Easy,65.20963087034151,False,"array,hash-table,divide-and-conquer,sorting,counting",algorithms
170,Two Sum III - Data structure design,two-sum-iii-data-structure-design,Easy,38.31185823796182,True,"array,hash-table,two-pointers,design,data-stream",algorithms
171,Excel Sheet Column Number,excel-sheet-column-number,Easy,64.50738887642788,False,"math,string",algorithms
172,Factorial Trailing Zeroes,factorial-trailing-zeroes,Medium,43.82914639810751,False,math,algorithms
173,Binary Search Tree Iterator,binary-search-tree-iterator,Medium,73.09620754041245,False,"stack,tree,design,binary-search-tree,binary-tree,iterator",algorithms
174,Dungeon Game,dungeon-game,Hard,38.500354844235616,False,"array,dynamic-programming,matrix",algorithms
175,Combine Two Tables,combine-two-tables,Easy,76.7413266751293,False,database,database
176,Second Highest Salary,second-highest-salary,Medium,41.62427286722633,False,database,database
177,Nth Highest Salary,nth-highest-salary,Medium,37.9508658938156,False,database,database
178,Rank Scores,rank-scores,Medium,63.403053386971074,False,database,database
179,Largest Number,largest-number,Medium,39.884744661317804,False,"array,string,greedy,sorting",algorithms
180,Consecutive Numbers,consecutive-numbers,Medium,44.0153405415396,False,database,database
181,Employees Earning More Than Their Managers,employees-earning-more-than-their-managers,Easy,70.24125919758326,False,database,database
182,Duplicate Emails,duplicate-emails,Easy,71.54777983376272,False,database,database
183,Customers Who Never Order,customers-who-never-order,Easy,69.64247939076142,False,database,database
184,Department Highest Salary,department-highest-salary,Medium,52.71277563772028,False,database,database
185,Department Top Three Salaries,department-top-three-salaries,Hard,55.017533431526374,False,database,database
186,Reverse Words in a String II,reverse-words-in-a-string-ii,Medium,55.179265687406286,True,"two-pointers,string",algorithms
187,Repeated DNA Sequences,repeated-dna-sequences,Medium,49.65928523792906,False,"hash-table,string,bit-manipulation,sliding-window,rolling-hash,hash-function",algorithms
188,Best Time to Buy and Sell Stock IV,best-time-to-buy-and-sell-stock-iv,Hard,44.55305818572243,False,"array,dynamic-programming",algorithms
189,Rotate Array,rotate-array,Medium,41.56459837715561,False,"array,math,two-pointers",algorithms
190,Reverse Bits,reverse-bits,Easy,60.23753536957713,False,"divide-and-conquer,bit-manipulation",algorithms
191,Number of 1 Bits,number-of-1-bits,Easy,72.44394037352386,False,"divide-and-conquer,bit-manipulation",algorithms
192,Word Frequency,word-frequency,Medium,26.041421228018713,False,shell,shell
193,Valid Phone Numbers,valid-phone-numbers,Easy,26.34429891959621,False,shell,shell
194,Transpose File,transpose-file,Medium,26.827743202446435,False,shell,shell
195,Tenth Line,tenth-line,Easy,33.64890163274011,False,shell,shell
196,Delete Duplicate Emails,delete-duplicate-emails,Easy,62.90158025528431,False,database,database
197,Rising Temperature,rising-temperature,Easy,48.854883873954364,False,database,database
198,House Robber,house-robber,Medium,51.49434565080864,False,"array,dynamic-programming",algorithms
199,Binary Tree Right Side View,binary-tree-right-side-view,Medium,63.86028581246056,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
200,Number of Islands,number-of-islands,Medium,60.408206827086694,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
201,Bitwise AND of Numbers Range,bitwise-and-of-numbers-range,Medium,47.220773720201024,False,bit-manipulation,algorithms
202,Happy Number,happy-number,Easy,56.81044634931419,False,"hash-table,math,two-pointers",algorithms
203,Remove Linked List Elements,remove-linked-list-elements,Easy,49.920213402333204,False,"linked-list,recursion",algorithms
204,Count Primes,count-primes,Medium,33.98797178837638,False,"array,math,enumeration,number-theory",algorithms
205,Isomorphic Strings,isomorphic-strings,Easy,45.72905256763101,False,"hash-table,string",algorithms
206,Reverse Linked List,reverse-linked-list,Easy,77.64745450489472,False,"linked-list,recursion",algorithms
207,Course Schedule,course-schedule,Medium,47.50613881149965,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
208,Implement Trie (Prefix Tree),implement-trie-prefix-tree,Medium,66.29567377916878,False,"hash-table,string,design,trie",algorithms
209,Minimum Size Subarray Sum,minimum-size-subarray-sum,Medium,47.86208954785744,False,"array,binary-search,sliding-window,prefix-sum",algorithms
210,Course Schedule II,course-schedule-ii,Medium,51.49466747062444,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
211,Design Add and Search Words Data Structure,design-add-and-search-words-data-structure,Medium,45.899499189379014,False,"string,depth-first-search,design,trie",algorithms
212,Word Search II,word-search-ii,Hard,36.58548315429049,False,"array,string,backtracking,trie,matrix",algorithms
213,House Robber II,house-robber-ii,Medium,42.543968900298765,False,"array,dynamic-programming",algorithms
214,Shortest Palindrome,shortest-palindrome,Hard,39.55154714217968,False,"string,rolling-hash,string-matching,hash-function",algorithms
215,Kth Largest Element in an Array,kth-largest-element-in-an-array,Medium,67.11934875224183,False,"array,divide-and-conquer,sorting,heap-priority-queue,quickselect",algorithms
216,Combination Sum III,combination-sum-iii,Medium,70.5630708318961,False,"array,backtracking",algorithms
217,Contains Duplicate,contains-duplicate,Easy,62.23631210161618,False,"array,hash-table,sorting",algorithms
218,The Skyline Problem,the-skyline-problem,Hard,43.06173038902533,False,"array,divide-and-conquer,binary-indexed-tree,segment-tree,line-sweep,heap-priority-queue,ordered-set",algorithms
219,Contains Duplicate II,contains-duplicate-ii,Easy,46.46324385096353,False,"array,hash-table,sliding-window",algorithms
220,Contains Duplicate III,contains-duplicate-iii,Hard,22.995965589211316,False,"array,sliding-window,sorting,bucket-sort,ordered-set",algorithms
221,Maximal Square,maximal-square,Medium,47.307775039767975,False,"array,dynamic-programming,matrix",algorithms
222,Count Complete Tree Nodes,count-complete-tree-nodes,Easy,67.22585491921586,False,"binary-search,bit-manipulation,tree,binary-tree",algorithms
223,Rectangle Area,rectangle-area,Medium,46.642764147026696,False,"math,geometry",algorithms
224,Basic Calculator,basic-calculator,Hard,43.93478582970005,False,"math,string,stack,recursion",algorithms
225,Implement Stack using Queues,implement-stack-using-queues,Easy,65.22923668098953,False,"stack,design,queue",algorithms
226,Invert Binary Tree,invert-binary-tree,Easy,77.82970995600287,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
227,Basic Calculator II,basic-calculator-ii,Medium,44.21303515527642,False,"math,string,stack",algorithms
228,Summary Ranges,summary-ranges,Easy,51.601497117539566,False,array,algorithms
229,Majority Element II,majority-element-ii,Medium,52.64980123460781,False,"array,hash-table,sorting,counting",algorithms
230,Kth Smallest Element in a BST,kth-smallest-element-in-a-bst,Medium,73.67261272351254,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
231,Power of Two,power-of-two,Easy,47.97098728413277,False,"math,bit-manipulation,recursion",algorithms
232,Implement Queue using Stacks,implement-queue-using-stacks,Easy,66.99415537124264,False,"stack,design,queue",algorithms
233,Number of Digit One,number-of-digit-one,Hard,34.913776542049874,False,"math,dynamic-programming,recursion",algorithms
234,Palindrome Linked List,palindrome-linked-list,Easy,54.146432694563664,False,"linked-list,two-pointers,stack,recursion",algorithms
235,Lowest Common Ancestor of a Binary Search Tree,lowest-common-ancestor-of-a-binary-search-tree,Medium,66.07460683336738,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
236,Lowest Common Ancestor of a Binary Tree,lowest-common-ancestor-of-a-binary-tree,Medium,63.860656666792615,False,"tree,depth-first-search,binary-tree",algorithms
237,Delete Node in a Linked List,delete-node-in-a-linked-list,Medium,80.7836994283954,False,linked-list,algorithms
238,Product of Array Except Self,product-of-array-except-self,Medium,66.71944041389727,False,"array,prefix-sum",algorithms
239,Sliding Window Maximum,sliding-window-maximum,Hard,46.83730569254868,False,"array,queue,sliding-window,heap-priority-queue,monotonic-queue",algorithms
240,Search a 2D Matrix II,search-a-2d-matrix-ii,Medium,53.528089791192876,False,"array,binary-search,divide-and-conquer,matrix",algorithms
241,Different Ways to Add Parentheses,different-ways-to-add-parentheses,Medium,71.45225323446552,False,"math,string,dynamic-programming,recursion,memoization",algorithms
242,Valid Anagram,valid-anagram,Easy,65.32542682539541,False,"hash-table,string,sorting",algorithms
243,Shortest Word Distance,shortest-word-distance,Easy,65.48169427113724,True,"array,string",algorithms
244,Shortest Word Distance II,shortest-word-distance-ii,Medium,61.41786919756789,True,"array,hash-table,two-pointers,string,design",algorithms
245,Shortest Word Distance III,shortest-word-distance-iii,Medium,58.632019952920075,True,"array,string",algorithms
246,Strobogrammatic Number,strobogrammatic-number,Easy,47.68823740487042,True,"hash-table,two-pointers,string",algorithms
247,Strobogrammatic Number II,strobogrammatic-number-ii,Medium,52.64597645195393,True,"array,string,recursion",algorithms
248,Strobogrammatic Number III,strobogrammatic-number-iii,Hard,42.223981459172315,True,"array,string,recursion",algorithms
249,Group Shifted Strings,group-shifted-strings,Medium,66.05567587554805,True,"array,hash-table,string",algorithms
250,Count Univalue Subtrees,count-univalue-subtrees,Medium,56.660288329818,True,"tree,depth-first-search,binary-tree",algorithms
251,Flatten 2D Vector,flatten-2d-vector,Medium,49.6876121808336,True,"array,two-pointers,design,iterator",algorithms
252,Meeting Rooms,meeting-rooms,Easy,58.39688124783478,True,"array,sorting",algorithms
253,Meeting Rooms II,meeting-rooms-ii,Medium,51.50694227932387,True,"array,two-pointers,greedy,sorting,heap-priority-queue,prefix-sum",algorithms
